Volcano Number,Volcano Name,Country,Primary Volcano Type,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant Rock Type,Tectonic Setting
266040,Sempu,Indonesia,Caldera,Unknown,Indonesia,Sulawesi,1.13,124.758,1549,No Data (checked),Compressional Continental
266070,Tondano Caldera,Indonesia,Caldera,Unknown,Indonesia,Sulawesi,1.23,124.83,1202,Andesite / Basaltic Andesite,Compressional Continental
266100,Lokon-Empung,Indonesia,Stratovolcano,2013 CE,Indonesia,Sulawesi,1.358,124.792,1580,Basalt / Picro-Basalt,Compressional Continental
266110,Mahawu,Indonesia,Stratovolcano,1977 CE,Indonesia,Sulawesi,1.358,124.858,1324,Andesite / Basaltic Andesite,Compressional Continental
266120,Klabat,Indonesia,Stratovolcano,Unknown,Indonesia,Sulawesi,1.47,125.03,1995,Andesite / Basaltic Andesite,Compressional Continental
266130,Tongkoko,Indonesia,Stratovolcano,1880 CE,Indonesia,Sulawesi,1.52,125.2,1149,Andesite / Basaltic Andesite,Compressional Continental
267010,Ruang,Indonesia,Stratovolcano,2002 CE,Indonesia,Sangihe Islands,2.3,125.37,725,Andesite / Basaltic Andesite,Compressional Oceanic
267020,Karangetang [Api Siau],Indonesia,Stratovolcano,2013 CE,Indonesia,Sangihe Islands,2.78,125.4,1784,Andesite / Basaltic Andesite,Compressional Oceanic
267030,Banua Wuhu,Indonesia,Submarine,1919 CE,Indonesia,Sangihe Islands,3.138,125.491,-5,Andesite / Basaltic Andesite,Compressional Oceanic
267040,Awu,Indonesia,Stratovolcano,2004 CE,Indonesia,Sangihe Islands,3.67,125.5,1320,Andesite / Basaltic Andesite,Compressional Oceanic
267050,Unnamed,Indonesia,Submarine?,Unknown,Indonesia,Sangihe Islands,3.97,124.17,-5000,No Data (checked),Compressional Oceanic
268001,Tarakan,Indonesia,Pyroclastic cone(s),Unknown,Indonesia,Halmahera,1.83,127.83,318,Basalt / Picro-Basalt,Compressional Oceanic
268010,Dukono,Indonesia,Complex,2013 CE,Indonesia,Halmahera,1.68,127.88,1335,Andesite / Basaltic Andesite,Compressional Oceanic
268020,Tobaru,Indonesia,Unknown,Unknown,Indonesia,Halmahera,1.63,127.67,1035,Andesite / Basaltic Andesite,Compressional Oceanic
268030,Ibu,Indonesia,Stratovolcano,2013 CE,Indonesia,Halmahera,1.488,127.63,1325,Andesite / Basaltic Andesite,Compressional Oceanic
268040,Gamkonora,Indonesia,Stratovolcano,2007 CE,Indonesia,Halmahera,1.38,127.53,1635,Andesite / Basaltic Andesite,Compressional Oceanic
268050,Todoko-Ranu,Indonesia,Caldera(s),Unknown,Indonesia,Halmahera,1.25,127.47,979,Andesite / Basaltic Andesite,Compressional Oceanic
268051,Jailolo,Indonesia,Stratovolcano,Unknown,Indonesia,Halmahera,1.08,127.42,1130,Andesite / Basaltic Andesite,Compressional Oceanic
268052,Hiri,Indonesia,Stratovolcano,Unknown,Indonesia,Halmahera,0.9,127.32,630,Basalt / Picro-Basalt,Compressional Oceanic
268060,Gamalama,Indonesia,Stratovolcano(es),2012 CE,Indonesia,Halmahera,0.8,127.33,1715,Andesite / Basaltic Andesite,Compressional Oceanic
268061,Tidore,Indonesia,Stratovolcano,Unknown,Indonesia,Halmahera,0.658,127.4,1730,Andesite / Basaltic Andesite,Compressional Oceanic
268062,Mare,Indonesia,Stratovolcano,Unknown,Indonesia,Halmahera,0.57,127.4,308,Andesite / Basaltic Andesite,Compressional Oceanic
268063,Moti,Indonesia,Stratovolcano,Unknown,Indonesia,Halmahera,0.45,127.4,950,Andesite / Basaltic Andesite,Compressional Oceanic
268070,Makian,Indonesia,Stratovolcano,1988 CE,Indonesia,Halmahera,0.32,127.4,1357,Andesite / Basaltic Andesite,Compressional Oceanic
268071,Tigalalu,Indonesia,Stratovolcano,Unknown,Indonesia,Halmahera,0.07,127.42,422,Andesite / Basaltic Andesite,Compressional Oceanic
268072,Amasing,Indonesia,Stratovolcano(es),Unknown,Indonesia,Halmahera,-0.53,127.48,1030,Andesite / Basaltic Andesite,Compressional Oceanic
268073,Bibinoi,Indonesia,Stratovolcano(es),Unknown,Indonesia,Halmahera,-0.77,127.72,900,Andesite / Basaltic Andesite,Compressional Oceanic
269010,Bombalai,Malaysia,Pyroclastic cone,Unknown,Indonesia,Borneo,4.4,117.88,531,Basalt / Picro-Basalt,Compressional Continental
270010,Jolo,Philippines,Pyroclastic cone(s),1897 CE,Philippines and SE Asia,Sulu Islands,6.013,121.057,811,Basalt / Picro-Basalt,Compressional (?)
271010,Balut,Philippines,Stratovolcano,Unknown,Philippines and SE Asia,Mindanao,5.4,125.375,862,Andesite / Basaltic Andesite,Compressional Continental
271011,Parker,Philippines,Stratovolcano,1641 CE,Philippines and SE Asia,Mindanao,6.113,124.892,1824,Andesite / Basaltic Andesite,Compressional Continental
271020,Matutum,Philippines,Stratovolcano,1290 CE,Philippines and SE Asia,Mindanao,6.37,125.07,2286,Andesite / Basaltic Andesite,Compressional Continental
271030,Apo,Philippines,Stratovolcano,Unknown,Philippines and SE Asia,Mindanao,6.989,125.269,2938,Andesite / Basaltic Andesite,Compressional Continental
271031,Leonard Range,Philippines,Stratovolcano,120 CE,Philippines and SE Asia,Mindanao,7.382,126.047,1080,Andesite / Basaltic Andesite,Compressional Continental
271040,Makaturing,Philippines,Stratovolcano,1882 CE,Philippines and SE Asia,Mindanao,7.647,124.32,1940,Basalt / Picro-Basalt,Compressional Continental
271050,Latukan,Philippines,Stratovolcano,Unknown,Philippines and SE Asia,Mindanao,7.65,124.45,2338,Basalt / Picro-Basalt,Compressional Continental
271060,Ragang,Philippines,Stratovolcano,1873 CE,Philippines and SE Asia,Mindanao,7.7,124.5,2815,Basalt / Picro-Basalt,Compressional Continental
271061,Kalatungan,Philippines,Stratovolcano,Unknown,Philippines and SE Asia,Mindanao,7.95,124.8,2824,Basalt / Picro-Basalt,Compressional Continental
271070,Musuan,Philippines,Lava dome,1886 CE,Philippines and SE Asia,Mindanao,7.877,125.068,646,Andesite / Basaltic Andesite,Compressional Continental
271071,Malindang,Philippines,Stratovolcano,Unknown,Philippines and SE Asia,Mindanao,8.22,123.63,2404,Basalt / Picro-Basalt,Compressional Continental
271072,Balatukan,Philippines,Compound,Unknown,Philippines and SE Asia,Mindanao,8.77,124.98,2450,Basalt / Picro-Basalt,Compressional Continental
271080,Camiguin,Philippines,Stratovolcano(es),1953 CE,Philippines and SE Asia,Mindanao,9.203,124.673,1552,Andesite / Basaltic Andesite,Compressional Continental
271090,Paco,Philippines,Stratovolcano,Unknown,Philippines and SE Asia,Mindanao,9.593,125.52,524,Andesite / Basaltic Andesite,Compressional Continental
272010,Cuernos de Negros,Philippines,Complex,Unknown,Philippines and SE Asia,Central Philippines,9.25,123.17,1862,Andesite / Basaltic Andesite,Compressional Continental
272020,Kanlaon,Philippines,Stratovolcano,2006 CE,Philippines and SE Asia,Central Philippines,10.412,123.132,2435,Andesite / Basaltic Andesite,Compressional Continental
272030,Mandalagan,Philippines,Complex,Unknown,Philippines and SE Asia,Central Philippines,10.65,123.25,1885,Andesite / Basaltic Andesite,Compressional Continental
272040,Silay,Philippines,Stratovolcano,Unknown,Philippines and SE Asia,Central Philippines,10.77,123.23,1510,Andesite / Basaltic Andesite,Compressional Continental
272050,Cabalían,Philippines,Stratovolcano,1820 CE,Philippines and SE Asia,Central Philippines,10.287,125.221,945,Andesite / Basaltic Andesite,Compressional Continental
272070,Mahagnao,Philippines,Stratovolcano,Unknown,Philippines and SE Asia,Central Philippines,10.896,124.87,860,Andesite / Basaltic Andesite,Compressional Continental
272080,Biliran,Philippines,Compound,1939 CE,Philippines and SE Asia,Central Philippines,11.523,124.535,1301,Andesite / Basaltic Andesite,Compressional Continental
273010,Bulusan,Philippines,Stratovolcano(es),2011 CE,Philippines and SE Asia,Luzon,12.77,124.05,1565,Andesite / Basaltic Andesite,Compressional Continental
273020,Pocdol Mountains,Philippines,Compound,Unknown,Philippines and SE Asia,Luzon,13.05,123.958,1102,Andesite / Basaltic Andesite,Compressional Continental
273030,Mayon,Philippines,Stratovolcano,2013 CE,Philippines and SE Asia,Luzon,13.257,123.685,2462,Andesite / Basaltic Andesite,Compressional Continental
273031,Masaraga,Philippines,Stratovolcano,Unknown,Philippines and SE Asia,Luzon,13.32,123.6,1328,Andesite / Basaltic Andesite,Compressional Continental
273041,Iriga,Philippines,Stratovolcano,Unknown,Philippines and SE Asia,Luzon,13.457,123.457,1196,Andesite / Basaltic Andesite,Compressional Continental
273042,Isarog,Philippines,Stratovolcano,Unknown,Philippines and SE Asia,Luzon,13.658,123.38,1966,Andesite / Basaltic Andesite,Compressional Continental
273044,Malindig,Philippines,Stratovolcano,Unknown,Philippines and SE Asia,Luzon,13.24,122.018,1157,Andesite / Basaltic Andesite,Compressional Continental
273050,Banahaw,Philippines,Complex,Unknown,Philippines and SE Asia,Luzon,14.07,121.48,2158,Andesite / Basaltic Andesite,Compressional Continental
273060,San Pablo Volcanic Field,Philippines,Stratovolcano,1350 CE,Philippines and SE Asia,Luzon,14.12,121.3,1090,Trachyandesite / Basaltic trachy-andesite,Compressional Continental
273070,Taal,Philippines,Caldera,1977 CE,Philippines and SE Asia,Luzon,14.002,120.993,311,Andesite / Basaltic Andesite,Compressional Continental
273080,Laguna Caldera,Philippines,Caldera,Unknown,Philippines and SE Asia,Luzon,14.42,121.27,743,Andesite / Basaltic Andesite,Compressional Continental
273081,Mariveles,Philippines,Stratovolcano,2050 BCE,Philippines and SE Asia,Luzon,14.52,120.47,1388,Andesite / Basaltic Andesite,Compressional Continental
273082,Natib,Philippines,Stratovolcano,Unknown,Philippines and SE Asia,Luzon,14.72,120.4,1253,Andesite / Basaltic Andesite,Compressional Continental
273083,Pinatubo,Philippines,Stratovolcano,1993 CE,Philippines and SE Asia,Luzon,15.13,120.35,1486,Dacite,Compressional Continental
273084,Arayat,Philippines,Stratovolcano,Unknown,Philippines and SE Asia,Luzon,15.2,120.742,1026,Basalt / Picro-Basalt,Compressional Continental
273085,Amorong,Philippines,Lava dome(s),Unknown,Philippines and SE Asia,Luzon,15.828,120.805,376,Trachyandesite / Basaltic trachy-andesite,Compressional Continental
273086,Santo Tomas,Philippines,Stratovolcano,Unknown,Philippines and SE Asia,Luzon,16.33,120.55,2260,Andesite / Basaltic Andesite,Compressional Continental
273087,Patoc,Philippines,Stratovolcano,Unknown,Philippines and SE Asia,Luzon,17.147,120.98,1865,Andesite / Basaltic Andesite,Compressional Continental
273088,Ambalatungan Group,Philippines,Compound,Unknown,Philippines and SE Asia,Luzon,17.32,121.1,2329,Dacite,Compressional Continental
273090,Cagua,Philippines,Stratovolcano,1860 CE,Philippines and SE Asia,Luzon,18.222,122.123,1133,Andesite / Basaltic Andesite,Compressional Continental
274010,Camiguin de Babuyanes,Philippines,Stratovolcano,1857 CE,Philippines and SE Asia,North of Luzon,18.83,121.86,712,Andesite / Basaltic Andesite,Compressional (?)
274020,Didicas,Philippines,Compound,1978 CE,Philippines and SE Asia,North of Luzon,19.077,122.202,228,Andesite / Basaltic Andesite,Compressional (?)
274030,Babuyan Claro,Philippines,Stratovolcano(es),1924 CE,Philippines and SE Asia,North of Luzon,19.523,121.94,1080,Andesite / Basaltic Andesite,Compressional (?)
274050,Unnamed,Philippines,Submarine,1854 CE,Philippines and SE Asia,North of Luzon,20.33,121.75,-24,No Data (checked),Compressional (?)
274060,Iraya,Philippines,Stratovolcano,1454 CE,Philippines and SE Asia,North of Luzon,20.469,122.01,1009,Andesite / Basaltic Andesite,Compressional (?)
275001,Hainan Dao,China,Pyroclastic cone(s),1933 CE,Philippines and SE Asia,Southeast Asia,19.7,110.1,NaN,Basalt / Picro-Basalt,Intermediate Continental
275010,Leizhou Bandao,China,Volcanic field,Unknown,Philippines and SE Asia,Southeast Asia,20.78,110.17,259,Basalt / Picro-Basalt,Intermediate Continental
275020,Cù-Lao Ré Group,Vietnam,Volcanic field,Unknown,Philippines and SE Asia,Southeast Asia,15.38,109.12,181,Basalt / Picro-Basalt,Intermediate Continental
275030,Toroeng Prong,Vietnam,Cinder cone,Unknown,Philippines and SE Asia,Southeast Asia,14.93,108,800,Basalt / Picro-Basalt,Intermediate Continental
275040,Haut Dong Nai,Vietnam,Volcanic field,Unknown,Philippines and SE Asia,Southeast Asia,11.6,108.2,1000,Basalt / Picro-Basalt,Intermediate Continental
275050,Bas Dong Nai,Vietnam,Volcanic field,Unknown,Philippines and SE Asia,Southeast Asia,10.8,107.2,392,Basalt / Picro-Basalt,Intermediate Continental
275060,"Cendres, Ile des",Vietnam,Submarine(es),1923 CE,Philippines and SE Asia,Southeast Asia,10.158,109.014,-20,Basalt / Picro-Basalt,Intermediate Continental
275070,Veteran,Vietnam,Submarine,Unknown,Philippines and SE Asia,Southeast Asia,9.83,109.05,NaN,No Data (checked),Intermediate Continental
275080,Popa,Burma (Myanmar),Stratovolcano,442 BCE,Philippines and SE Asia,Southeast Asia,20.92,95.25,1518,Basalt / Picro-Basalt,Intermediate Continental
275090,Lower Chindwin,Burma (Myanmar),Volcanic field,Unknown,Philippines and SE Asia,Southeast Asia,22.28,95.1,385,Basalt / Picro-Basalt,Intermediate Continental
275100,Singu Plateau,Burma (Myanmar),Fissure vent(s),Unknown,Philippines and SE Asia,Southeast Asia,22.7,95.98,507,Trachyandesite / Basaltic trachy-andesite,Intermediate Continental
275110,Tengchong,China,Pyroclastic cone(s),5750 BCE,Philippines and SE Asia,Southeast Asia,25.23,98.5,2865,Basalt / Picro-Basalt,Intermediate Continental
281010,Unnamed,Taiwan,Submarine?,Unknown,"Japan, Taiwan, Marianas",Taiwan,20.93,134.75,-6000,No Data (checked),Compressional Continental
281011,Unnamed,Taiwan,Submarine?,Unknown,"Japan, Taiwan, Marianas",Taiwan,19.17,132.25,-10,No Data (checked),Tensional Oceanic
281020,Unnamed,Taiwan,Submarine,Unknown,"Japan, Taiwan, Marianas",Taiwan,21.83,121.18,-115,No Data (checked),Compressional Continental
281030,Unnamed,Taiwan,Submarine,1853 CE,"Japan, Taiwan, Marianas",Taiwan,24,121.83,NaN,No Data (checked),Compressional Continental
281031,Kueishantao,Taiwan,Stratovolcano,1785 CE,"Japan, Taiwan, Marianas",Taiwan,24.85,121.92,401,Andesite / Basaltic Andesite,Compressional Continental
281032,Tatun Group,Taiwan,Lava dome(s),4100 BCE,"Japan, Taiwan, Marianas",Taiwan,25.17,121.52,1120,Andesite / Basaltic Andesite,Compressional Continental
281040,Unnamed,Taiwan,Submarine,Unknown,"Japan, Taiwan, Marianas",Taiwan,25.4,122.2,-100,No Data (checked),Compressional Continental
281050,Zengyu,Taiwan,Submarine,Unknown,"Japan, Taiwan, Marianas",Taiwan,26.18,122.458,-418,No Data (checked),Compressional Continental
282010,Submarine Volcano NNE of Iriomotejima,Japan,Submarine,1924 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,24.57,123.93,-200,Rhyolite,Compressional Oceanic
282020,Io-Torishima,Japan,Complex,1968 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,27.881,128.223,212,Andesite / Basaltic Andesite,Compressional Oceanic
282021,Yokoate-jima,Japan,Stratovolcano(es),1835 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,28.797,128.997,495,Andesite / Basaltic Andesite,Compressional Oceanic
282022,Akuseki-jima,Japan,Stratovolcano(es),Unknown,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,29.461,129.597,584,Andesite / Basaltic Andesite,Compressional Oceanic
282030,Suwanosejima,Japan,Stratovolcano(es),2013 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,29.638,129.714,796,Andesite / Basaltic Andesite,Compressional Oceanic
282040,Nakanoshima,Japan,Stratovolcano(es),1914 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,29.856,129.859,979,Andesite / Basaltic Andesite,Compressional Oceanic
282041,Kogaja-jima,Japan,Lava dome(s),Unknown,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,29.879,129.625,301,Andesite / Basaltic Andesite,Compressional Oceanic
282043,Kuchinoshima,Japan,Stratovolcano(es),1190 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,29.964,129.927,NaN,Andesite / Basaltic Andesite,Compressional Oceanic
282050,Kuchinoerabujima,Japan,Stratovolcano(es),1980 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,30.443,130.217,657,Andesite / Basaltic Andesite,Compressional Oceanic
282060,Kikai,Japan,Caldera,2013 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,30.789,130.308,704,Rhyolite,Compressional Oceanic
282070,Ibusuki Volcanic Field,Japan,Caldera(s),885 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.22,130.57,922,Andesite / Basaltic Andesite,Compressional Continental
282080,Sakurajima,Japan,Stratovolcano,2013 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Andesite / Basaltic Andesite,Compressional Continental
282081,Sumiyoshi-ike,Japan,Maar(s),6200 BCE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.768,130.594,15,Basalt / Picro-Basalt,Compressional Continental
282090,Kirishimayama,Japan,Shield,2011 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.934,130.862,1700,Andesite / Basaltic Andesite,Compressional Continental
282091,Fukue Volcanoes,Japan,Shield(s),400 BCE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.657,128.849,315,Basalt / Picro-Basalt,Compressional Continental
282100,Unzendake,Japan,Complex,1996 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.761,130.299,1483,Andesite / Basaltic Andesite,Compressional Continental
282110,Asosan,Japan,Caldera,2011 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.884,131.104,1592,Andesite / Basaltic Andesite,Compressional Continental
282120,Kujusan,Japan,Stratovolcano(es),1996 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,33.086,131.249,1791,Andesite / Basaltic Andesite,Compressional Continental
282130,Tsurumi,Japan,Lava dome(s),867 CE,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,33.28,131.432,1584,Andesite / Basaltic Andesite,Compressional Continental
283001,Abu,Japan,Shield(s),6850 BCE,"Japan, Taiwan, Marianas",Honshu,34.5,131.6,641,Andesite / Basaltic Andesite,Compressional Continental
283002,Sanbe,Japan,Stratovolcano,650 CE,"Japan, Taiwan, Marianas",Honshu,35.141,131.402,1126,Dacite,Compressional Continental
283003,Oki-Dogo,Japan,Shield,Unknown,"Japan, Taiwan, Marianas",Honshu,36.176,133.334,151,Basalt / Picro-Basalt,Compressional Continental
283010,Izu-Tobu Volcanoes,Japan,Pyroclastic cone(s),1989 CE,"Japan, Taiwan, Marianas",Honshu,34.9,139.098,1406,Basalt / Picro-Basalt,Compressional Continental
283020,Hakone,Japan,Complex,1170 CE,"Japan, Taiwan, Marianas",Honshu,35.23,139.024,1438,Andesite / Basaltic Andesite,Compressional Continental
283030,Fuji,Japan,Stratovolcano,1708 CE,"Japan, Taiwan, Marianas",Honshu,35.358,138.731,3776,Basalt / Picro-Basalt,Compressional Continental
283031,Kita Yatsuga-take,Japan,Stratovolcano(es),1200 CE,"Japan, Taiwan, Marianas",Honshu,36.1,138.3,2530,Andesite / Basaltic Andesite,Compressional Continental
283040,On-take,Japan,Complex,1980 CE,"Japan, Taiwan, Marianas",Honshu,35.89,137.48,3063,Andesite / Basaltic Andesite,Compressional Continental
283050,Haku-san,Japan,Stratovolcano,1659 CE,"Japan, Taiwan, Marianas",Honshu,36.152,136.774,2702,Andesite / Basaltic Andesite,Compressional Continental
283060,Norikura,Japan,Stratovolcano(es),50 BCE,"Japan, Taiwan, Marianas",Honshu,36.103,137.557,3026,Andesite / Basaltic Andesite,Compressional Continental
283070,Yake-dake,Japan,Stratovolcano(es),1995 CE,"Japan, Taiwan, Marianas",Honshu,36.224,137.59,2455,Andesite / Basaltic Andesite,Compressional Continental
283071,Washiba-Kumonotaira,Japan,Shield(s),Unknown,"Japan, Taiwan, Marianas",Honshu,36.408,137.594,2924,Andesite / Basaltic Andesite,Compressional Continental
283080,Tate-yama,Japan,Stratovolcano,1839 CE,"Japan, Taiwan, Marianas",Honshu,36.568,137.593,2621,Andesite / Basaltic Andesite,Compressional Continental
