Volcano Number,Volcano Name,Country,Primary Volcano Type,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant Rock Type,Tectonic Setting
300100,Avachinsky,Russia,Stratovolcano,2001 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.255,158.83,2741,Andesite / Basaltic Andesite,Compressional Continental
300110,Dzenzursky,Russia,Compound,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.637,158.922,2285,Andesite / Basaltic Andesite,Compressional Continental
300120,Zhupanovsky,Russia,Compound,1959 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.59,159.147,2958,Andesite / Basaltic Andesite,Compressional Continental
300121,Veer,Russia,Cinder cone(s),390 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.75,158.45,520,Basalt / Picro-Basalt,Compressional Continental
300122,Kostakan,Russia,Cinder cone(s),1350 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.83,158.05,1150,Basalt / Picro-Basalt,Compressional Continental
300123,Bakening,Russia,Stratovolcano,550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.905,158.07,2278,Andesite / Basaltic Andesite,Compressional Continental
300124,Zavaritsky,Russia,Cinder cone(s),800 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.905,158.385,1567,Basalt / Picro-Basalt,Compressional Continental
300125,Akademia Nauk,Russia,Stratovolcano(es),1996 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.98,159.45,1180,Andesite / Basaltic Andesite,Compressional Continental
300130,Karymsky,Russia,Stratovolcano,2011 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.05,159.45,1536,Andesite / Basaltic Andesite,Compressional Continental
300140,Maly Semiachik,Russia,Caldera,1952 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.13,159.67,1560,Basalt / Picro-Basalt,Compressional Continental
300150,Bolshoi Semiachik,Russia,Stratovolcano(es),4450 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.32,160.02,1720,Basalt / Picro-Basalt,Compressional Continental
300160,Taunshits,Russia,Stratovolcano,550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.53,159.8,2353,Andesite / Basaltic Andesite,Compressional Continental
300170,Uzon,Russia,Caldera(s),200 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.5,159.97,1617,Andesite / Basaltic Andesite,Compressional Continental
300180,Kikhpinych,Russia,Stratovolcano(es),1550 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.487,160.253,1552,Basalt / Picro-Basalt,Compressional Continental
300190,Krasheninnikov,Russia,Caldera,1550 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.593,160.273,1856,Basalt / Picro-Basalt,Compressional Continental
300200,Kronotsky,Russia,Stratovolcano,1923 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.753,160.527,3528,Basalt / Picro-Basalt,Compressional Continental
300201,Schmidt,Russia,Shield,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.92,160.63,2020,Basalt / Picro-Basalt,Compressional Continental
300210,Gamchen,Russia,Complex,550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.973,160.702,2576,Basalt / Picro-Basalt,Compressional Continental
300220,Komarov,Russia,Stratovolcano,950 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.032,160.72,2070,Basalt / Picro-Basalt,Compressional Continental
300221,Vysoky,Russia,Stratovolcano,550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.07,160.77,2161,Andesite / Basaltic Andesite,Compressional Continental
300230,Kizimen,Russia,Stratovolcano,2013 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.13,160.32,2376,Andesite / Basaltic Andesite,Compressional Continental
300232,Unnamed,Russia,Cinder cone(s),Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.92,161.75,NaN,No Data (checked),Compressional Continental
300240,Tolbachik,Russia,Shield,2013 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.83,160.33,3682,Basalt / Picro-Basalt,Compressional Continental
300241,Udina,Russia,Stratovolcano(es),Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.755,160.527,2923,Andesite / Basaltic Andesite,Compressional Continental
300242,Zimina,Russia,Stratovolcano(es),Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.862,160.603,3081,Andesite / Basaltic Andesite,Compressional Continental
300250,Bezymianny,Russia,Stratovolcano,2013 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.978,160.587,2882,Andesite / Basaltic Andesite,Compressional Continental
300251,Kamen,Russia,Stratovolcano,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.02,160.593,4585,Basalt / Picro-Basalt,Compressional Continental
300260,Kliuchevskoi,Russia,Stratovolcano,2013 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.057,160.638,4835,Basalt / Picro-Basalt,Compressional Continental
300261,Ushkovsky,Russia,Compound,1890 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.07,160.47,3943,Basalt / Picro-Basalt,Compressional Continental
300270,Shiveluch,Russia,Stratovolcano,2013 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.653,161.36,3283,Andesite / Basaltic Andesite,Compressional Continental
300271,Piip,Russia,Submarine,5050 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.42,167.33,-300,Dacite,Compressional Intermediate
300272,Khangar,Russia,Stratovolcano,1500 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.75,157.38,2000,Dacite,Compressional Continental
300273,Cherpuk Group,Russia,Pyroclastic cone(s),4550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.55,157.47,1868,Andesite / Basaltic Andesite,Compressional Continental
300280,Ichinsky,Russia,Stratovolcano,1740 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.68,157.73,3621,Basalt / Picro-Basalt,Compressional Continental
300290,Maly Payalpan,Russia,Shield(s),Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.82,157.98,1802,Andesite / Basaltic Andesite,Compressional Continental
300300,Bolshoi Payalpan,Russia,Shield(s),Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.88,157.78,1906,Andesite / Basaltic Andesite,Compressional Continental
300310,Plosky,Russia,Shield,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.2,158.47,1236,Basalt / Picro-Basalt,Compressional Continental
300320,Akhtang,Russia,Shield,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.43,158.65,1956,Basalt / Picro-Basalt,Compressional Continental
300330,Kozyrevsky,Russia,Shield,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.58,158.38,2016,Basalt / Picro-Basalt,Compressional Continental
300340,Romanovka,Russia,Stratovolcano,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.65,158.8,1442,Basalt / Picro-Basalt,Compressional Continental
300350,Uksichan,Russia,Shield,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.08,158.38,1692,Basalt / Picro-Basalt,Compressional Continental
300360,Bolshoi-Kekuknaysky,Russia,Shield(s),5310 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.47,157.8,1401,Basalt / Picro-Basalt,Compressional Continental
300370,Kulkev,Russia,Shield,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.37,158.37,915,Basalt / Picro-Basalt,Compressional Continental
300380,Geodesistoy,Russia,Shield,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.33,158.67,1170,Basalt / Picro-Basalt,Compressional Continental
300390,Anaun,Russia,Stratovolcano,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.32,158.83,1828,Basalt / Picro-Basalt,Compressional Continental
300400,Krainy,Russia,Shield,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.37,159.03,1554,Basalt / Picro-Basalt,Compressional Continental
300410,Kekurny,Russia,Shield(s),Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.4,158.85,1377,Basalt / Picro-Basalt,Compressional Continental
300420,Eggella,Russia,Shield,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.57,158.52,1046,Basalt / Picro-Basalt,Compressional Continental
300430,Unnamed,Russia,Shield,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.82,158.95,1185,Basalt / Picro-Basalt,Compressional Continental
300440,Verkhovoy,Russia,Shield,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.52,159.53,1400,Basalt / Picro-Basalt,Compressional Continental
300450,Alney-Chashakondzha,Russia,Stratovolcano,1600 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.7,159.65,2598,Basalt / Picro-Basalt,Compressional Continental
300460,Cherny,Russia,Stratovolcano,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.82,159.67,1778,Basalt / Picro-Basalt,Compressional Continental
300470,Pogranychny,Russia,Shield(s),Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.85,159.8,1427,Basalt / Picro-Basalt,Compressional Continental
300480,Zaozerny,Russia,Shield(s),Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.88,159.95,1349,Basalt / Picro-Basalt,Compressional Continental
300490,Bliznets,Russia,Stratovolcano,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.97,159.78,1244,Basalt / Picro-Basalt,Compressional Continental
300500,Kebeney,Russia,Shield,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.1,159.93,1527,Basalt / Picro-Basalt,Compressional Continental
300510,Fedotych,Russia,Shield,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.13,160.4,965,Basalt / Picro-Basalt,Compressional Continental
300511,Shisheika,Russia,Lava dome,2240 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.15,161.08,379,Andesite / Basaltic Andesite,Compressional Continental
300512,Terpuk,Russia,Shield,800 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.2,159.83,765,Basalt / Picro-Basalt,Compressional Continental
300520,Sedankinsky,Russia,Shield,7050 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.27,160.08,1241,Basalt / Picro-Basalt,Compressional Continental
300530,Leutongey,Russia,Shield,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.3,159.83,1333,Basalt / Picro-Basalt,Compressional Continental
300540,Tuzovsky,Russia,Shield(s),Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.32,159.97,1533,Basalt / Picro-Basalt,Compressional Continental
300550,Gorny Institute,Russia,Stratovolcano,1250 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.33,160.2,2125,Andesite / Basaltic Andesite,Compressional Continental
300551,Kinenin,Russia,Maar,850 CE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.35,160.97,583,Basalt / Picro-Basalt,Compressional Continental
300552,Bliznetsy,Russia,Lava cone,1060 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.35,161.37,265,Andesite / Basaltic Andesite,Compressional Continental
300560,Titila,Russia,Shield(s),550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.4,160.1,1559,Basalt / Picro-Basalt,Compressional Continental
300570,Mezhdusopochny,Russia,Shield,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.47,160.25,1641,Basalt / Picro-Basalt,Compressional Continental
300580,Shishel,Russia,Shield,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.45,160.37,2525,Basalt / Picro-Basalt,Compressional Continental
300590,Elovsky,Russia,Shield(s),7550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.55,160.53,1381,Basalt / Picro-Basalt,Compressional Continental
300600,Alngey,Russia,Stratovolcano,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.7,160.4,1853,Basalt / Picro-Basalt,Compressional Continental
300610,Uka,Russia,Shield,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.7,160.58,1643,Basalt / Picro-Basalt,Compressional Continental
300620,Kaileney,Russia,Shield,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.8,160.67,1582,Basalt / Picro-Basalt,Compressional Continental
300630,Plosky,Russia,Shield,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.83,160.25,1255,Basalt / Picro-Basalt,Compressional Continental
300640,Bely,Russia,Shield(s),Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.88,160.53,2080,Basalt / Picro-Basalt,Compressional Continental
300650,Nylgimelkin,Russia,Shield(s),3550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.97,160.65,1764,Basalt / Picro-Basalt,Compressional Continental
300660,Snezhniy,Russia,Shield,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.02,160.8,2169,Basalt / Picro-Basalt,Compressional Continental
300670,Iktunup,Russia,Shield(s),Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.08,160.77,2300,Basalt / Picro-Basalt,Compressional Continental
300671,Spokoiny,Russia,Stratovolcano,3450 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.13,160.82,2171,Dacite,Compressional Continental
300680,Ostry,Russia,Stratovolcano,2050 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.18,160.82,2552,Basalt / Picro-Basalt,Compressional Continental
300690,Snegovoy,Russia,Shield,Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.2,160.97,2169,Basalt / Picro-Basalt,Compressional Continental
300700,Severny,Russia,Shield,1550 BCE,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.28,160.87,1936,Basalt / Picro-Basalt,Compressional Continental
300710,Iettunup,Russia,Shield(s),Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.4,161.08,1340,Basalt / Picro-Basalt,Compressional Continental
300720,Voyampolsky,Russia,Shield(s),Unknown,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.37,160.62,1225,Basalt / Picro-Basalt,Compressional Continental
302010,Sikhote-Alin,Russia,Volcanic field,Unknown,Kamchatka and Mainland Asia,Russia (southeastern),47,137.5,NaN,Basalt / Picro-Basalt,Intermediate Continental
302030,Udokan Plateau,Russia,Pyroclastic cone(s),220 BCE,Kamchatka and Mainland Asia,Russia (southeastern),56.28,117.77,2180,Trachybasalt / Tephrite Basanite,Tensional Continental
302040,Vitim Plateau,Russia,Cinder cone(s),Unknown,Kamchatka and Mainland Asia,Russia (southeastern),53.7,113.3,1250,Basalt / Picro-Basalt,Unknown
302050,Tunkin Depression,Russia,Volcanic field,Unknown,Kamchatka and Mainland Asia,Russia (southeastern),51.5,102.5,1200,Trachybasalt / Tephrite Basanite,Tensional Continental
302060,Oka Plateau,Russia,Cinder cone(s),Unknown,Kamchatka and Mainland Asia,Russia (southeastern),52.7,98.98,2077,Basalt / Picro-Basalt,Tensional Continental
302070,Azas Plateau,Russia,Volcanic field,Unknown,Kamchatka and Mainland Asia,Russia (southeastern),52.52,98.6,2765,Trachybasalt / Tephrite Basanite,Tensional Continental
303010,Taryatu-Chulutu,Mongolia,Volcanic field,2980 BCE,Kamchatka and Mainland Asia,Mongolia,48.17,99.7,2400,Trachybasalt / Tephrite Basanite,Intermediate Continental
303020,Khanuy Gol,Mongolia,Volcanic field,Unknown,Kamchatka and Mainland Asia,Mongolia,48.67,102.75,1886,Trachyandesite / Basaltic trachy-andesite,Intermediate Continental
303030,Bus-Obo,Mongolia,Cinder cone,Unknown,Kamchatka and Mainland Asia,Mongolia,47.12,109.08,1162,Basalt / Picro-Basalt,Intermediate Continental
303040,Dariganga Volcanic Field,Mongolia,Cinder cone(s),Unknown,Kamchatka and Mainland Asia,Mongolia,45.33,114,1778,Basalt / Picro-Basalt,Intermediate Continental
303050,Middle Gobi,Mongolia,Cinder cone(s),Unknown,Kamchatka and Mainland Asia,Mongolia,45.28,106.7,1120,Basalt / Picro-Basalt,Intermediate Continental
304010,Turfan,China,Cone,1120 CE,Kamchatka and Mainland Asia,China (western),42.9,89.25,NaN,No Data (checked),Intermediate Continental
304020,Tianshan Volcanic Group,China,Volcanic field,650 CE,Kamchatka and Mainland Asia,China (western),42.5,82.5,NaN,No Data (checked),Intermediate Continental
304030,Kunlun Volcanic Group,China,Pyroclastic cone(s),1951 CE,Kamchatka and Mainland Asia,China (western),35.52,80.2,5808,Trachyte / Trachyandesite,Intermediate Continental
304040,Unnamed,China,Volcanic field,Unknown,Kamchatka and Mainland Asia,China (western),35.85,91.7,5400,Phonolite,Intermediate Continental
305010,Honggeertu,China,Cinder cone(s),Unknown,Kamchatka and Mainland Asia,China (eastern),41.47,113,1700,Basalt / Picro-Basalt,Intermediate Continental
305011,Arshan,China,Cinder cone(s),0 CE,Kamchatka and Mainland Asia,China (eastern),47.5,120.7,NaN,Basalt / Picro-Basalt,Intermediate Continental
305020,Keluo Group,China,Pyroclastic cone(s),Unknown,Kamchatka and Mainland Asia,China (eastern),49.37,125.92,670,Trachybasalt / Tephrite Basanite,Intermediate Continental
305030,Wudalianchi,China,Volcanic field,1776 CE,Kamchatka and Mainland Asia,China (eastern),48.72,126.12,597,Trachybasalt / Tephrite Basanite,Intermediate Continental
305040,Jingbo,China,Volcanic field,520 BCE,Kamchatka and Mainland Asia,China (eastern),44.08,128.83,1000,Trachybasalt / Tephrite Basanite,Intermediate Continental
305050,Longgang Group,China,Cinder cone(s),350 CE,Kamchatka and Mainland Asia,China (eastern),42.33,126.5,1000,Basalt / Picro-Basalt,Intermediate Continental
305060,Changbaishan,China-North Korea,Stratovolcano,1903 CE,Kamchatka and Mainland Asia,China (eastern),41.98,128.08,2744,Trachyte / Trachyandesite,Intermediate Continental
306010,Xianjindao,North Korea,Unknown,Unknown,Kamchatka and Mainland Asia,Korea,41.33,128,NaN,No Data (checked),Intermediate Continental
306020,Ch'uga-ryong,North Korea-South Korea,Shield,Unknown,Kamchatka and Mainland Asia,Korea,38.33,127.33,452,Basalt / Picro-Basalt,Intermediate Continental
306030,Ulreung,South Korea,Stratovolcano,2990 BCE,Kamchatka and Mainland Asia,Korea,37.5,130.87,984,Trachyandesite / Basaltic trachy-andesite,Intermediate Continental
306040,Halla,South Korea,Shield,1007 CE,Kamchatka and Mainland Asia,Korea,33.37,126.53,1950,Basalt / Picro-Basalt,Intermediate Continental
311010,Buldir,United States,Stratovolcano,Unknown,Alaska,Aleutian Islands,52.35,175.911,656,Basalt / Picro-Basalt,Compressional Intermediate
311020,Kiska,United States,Stratovolcano,1990 CE,Alaska,Aleutian Islands,52.103,177.602,1220,Andesite / Basaltic Andesite,Compressional Intermediate
311030,Segula,United States,Stratovolcano,Unknown,Alaska,Aleutian Islands,52.015,178.136,1160,Andesite / Basaltic Andesite,Compressional Intermediate
311040,Davidof,United States,Stratovolcano,Unknown,Alaska,Aleutian Islands,51.97,178.33,328,No Data (checked),Compressional Intermediate
311050,Little Sitkin,United States,Stratovolcano,1830 CE,Alaska,Aleutian Islands,51.95,178.543,1174,Andesite / Basaltic Andesite,Compressional Intermediate
311060,Semisopochnoi,United States,Stratovolcano,1987 CE,Alaska,Aleutian Islands,51.93,179.58,1221,Basalt / Picro-Basalt,Compressional Intermediate
311070,Gareloi,United States,Stratovolcano,1989 CE,Alaska,Aleutian Islands,51.79,-178.794,1573,Basalt / Picro-Basalt,Compressional Intermediate
311080,Tanaga,United States,Stratovolcano(es),1914 CE,Alaska,Aleutian Islands,51.885,-178.146,1806,Basalt / Picro-Basalt,Compressional Intermediate
311090,Takawangha,United States,Stratovolcano,1550 CE,Alaska,Aleutian Islands,51.873,-178.006,1449,Basalt / Picro-Basalt,Compressional Intermediate
311100,Bobrof,United States,Stratovolcano,Unknown,Alaska,Aleutian Islands,51.91,-177.438,738,Basalt / Picro-Basalt,Compressional Intermediate
311110,Kanaga,United States,Stratovolcano,2012 CE,Alaska,Aleutian Islands,51.923,-177.168,1307,Andesite / Basaltic Andesite,Compressional Intermediate
311111,Moffett,United States,Stratovolcano,1600 BCE,Alaska,Aleutian Islands,51.944,-176.747,1196,Andesite / Basaltic Andesite,Compressional Intermediate
311120,Great Sitkin,United States,Stratovolcano,1974 CE,Alaska,Aleutian Islands,52.076,-176.13,1740,Andesite / Basaltic Andesite,Compressional Intermediate
311130,Kasatochi,United States,Stratovolcano,2008 CE,Alaska,Aleutian Islands,52.177,-175.508,314,Basalt / Picro-Basalt,Compressional Intermediate
311140,Koniuji,United States,Stratovolcano,1150 BCE,Alaska,Aleutian Islands,52.22,-175.13,273,Andesite / Basaltic Andesite,Compressional Intermediate
311150,Sergief,United States,Stratovolcano,Unknown,Alaska,Aleutian Islands,52.05,-174.95,560,No Data (checked),Compressional Intermediate
311160,Atka,United States,Stratovolcano(es),1987 CE,Alaska,Aleutian Islands,52.332,-174.137,1451,Basalt / Picro-Basalt,Compressional Intermediate
311161,Korovin,United States,Stratovolcano(es),2007 CE,Alaska,Aleutian Islands,52.381,-174.154,1533,Basalt / Picro-Basalt,Compressional Continental
311180,Seguam,United States,Stratovolcano(es),1993 CE,Alaska,Aleutian Islands,52.315,-172.51,1054,Andesite / Basaltic Andesite,Compressional Intermediate
311190,Amukta,United States,Stratovolcano,1997 CE,Alaska,Aleutian Islands,52.5,-171.252,1066,Andesite / Basaltic Andesite,Compressional Intermediate
311200,Chagulak,United States,Stratovolcano,Unknown,Alaska,Aleutian Islands,52.577,-171.13,1142,Andesite / Basaltic Andesite,Compressional Intermediate
311210,Yunaska,United States,Shield,1937 CE,Alaska,Aleutian Islands,52.643,-170.629,550,Andesite / Basaltic Andesite,Compressional Intermediate
311220,Herbert,United States,Stratovolcano,Unknown,Alaska,Aleutian Islands,52.742,-170.111,1280,Andesite / Basaltic Andesite,Compressional Intermediate
311230,Carlisle,United States,Stratovolcano,1828 CE,Alaska,Aleutian Islands,52.894,-170.054,1620,Andesite / Basaltic Andesite,Compressional Intermediate
311240,Cleveland,United States,Stratovolcano,2013 CE,Alaska,Aleutian Islands,52.825,-169.944,1730,Andesite / Basaltic Andesite,Compressional Intermediate
311241,Tana,United States,Stratovolcano(es),Unknown,Alaska,Aleutian Islands,52.83,-169.77,1170,Rhyolite,Compressional Intermediate
311250,Uliaga,United States,Stratovolcano,Unknown,Alaska,Aleutian Islands,53.065,-169.77,888,No Data (checked),Compressional Intermediate
311260,Kagamil,United States,Stratovolcano,1929 CE,Alaska,Aleutian Islands,52.974,-169.72,893,No Data (checked),Compressional Intermediate
311270,Vsevidof,United States,Stratovolcano,1878 CE,Alaska,Aleutian Islands,53.13,-168.693,2149,Andesite / Basaltic Andesite,Compressional Intermediate
311280,Recheschnoi,United States,Stratovolcano,Unknown,Alaska,Aleutian Islands,53.157,-168.539,1984,Andesite / Basaltic Andesite,Compressional Intermediate
311290,Okmok,United States,Shield,2008 CE,Alaska,Aleutian Islands,53.43,-168.13,1073,Basalt / Picro-Basalt,Compressional Intermediate
311300,Bogoslof,United States,Submarine,1992 CE,Alaska,Aleutian Islands,53.93,-168.03,150,Trachyandesite / Basaltic trachy-andesite,Compressional Intermediate
311310,Makushin,United States,Stratovolcano,1995 CE,Alaska,Aleutian Islands,53.891,-166.923,1800,Andesite / Basaltic Andesite,Compressional Intermediate
311320,Akutan,United States,Stratovolcano,1992 CE,Alaska,Aleutian Islands,54.134,-165.986,1303,Basalt / Picro-Basalt,Compressional Intermediate
311340,Westdahl,United States,Stratovolcano?,1992 CE,Alaska,Aleutian Islands,54.518,-164.65,1654,Basalt / Picro-Basalt,Compressional Continental
311350,Fisher,United States,Stratovolcano,1830 CE,Alaska,Aleutian Islands,54.65,-164.43,1112,Andesite / Basaltic Andesite,Compressional Continental
311360,Shishaldin,United States,Stratovolcano,2004 CE,Alaska,Aleutian Islands,54.756,-163.97,2857,Basalt / Picro-Basalt,Compressional Continental
311370,Isanotski,United States,Stratovolcano,Unknown,Alaska,Aleutian Islands,54.765,-163.723,2446,No Data (checked),Compressional Continental
311380,Roundtop,United States,Stratovolcano,7600 BCE,Alaska,Aleutian Islands,54.8,-163.589,1871,Rhyolite,Compressional Continental
311390,Amak,United States,Stratovolcano,1796 CE,Alaska,Aleutian Islands,55.424,-163.149,488,Andesite / Basaltic Andesite,Compressional Continental
312010,Frosty,United States,Stratovolcano(es),Unknown,Alaska,Alaska Peninsula,55.082,-162.814,2012,Andesite / Basaltic Andesite,Compressional Continental
312011,Dutton,United States,Stratovolcano,Unknown,Alaska,Alaska Peninsula,55.168,-162.272,1506,Andesite / Basaltic Andesite,Compressional Continental
312020,Emmons Lake,United States,Caldera,Unknown,Alaska,Alaska Peninsula,55.341,-162.079,1436,Andesite / Basaltic Andesite,Compressional Continental
312030,Pavlof,United States,Stratovolcano,2013 CE,Alaska,Alaska Peninsula,55.42,-161.887,2519,Andesite / Basaltic Andesite,Compressional Continental
312040,Pavlof Sister,United States,Stratovolcano,Unknown,Alaska,Alaska Peninsula,55.453,-161.843,2142,Basalt / Picro-Basalt,Compressional Continental
312050,Dana,United States,Stratovolcano,1890 BCE,Alaska,Alaska Peninsula,55.641,-161.214,1354,Andesite / Basaltic Andesite,Compressional Continental
312051,Stepovak Bay 2,United States,Cinder cone,Unknown,Alaska,Alaska Peninsula,55.913,-160.041,1323,Andesite / Basaltic Andesite,Compressional Continental
312052,Stepovak Bay 3,United States,Cinder cone,Unknown,Alaska,Alaska Peninsula,55.929,-160.002,1555,Andesite / Basaltic Andesite,Compressional Continental
312053,Stepovak Bay 4,United States,Stratovolcano,Unknown,Alaska,Alaska Peninsula,55.954,-159.954,1557,No Data (checked),Compressional Continental
312060,Kupreanof,United States,Stratovolcano,1987 CE,Alaska,Alaska Peninsula,56.011,-159.797,1895,Andesite / Basaltic Andesite,Compressional Continental
312070,Veniaminof,United States,Stratovolcano,2013 CE,Alaska,Alaska Peninsula,56.17,-159.38,2507,Andesite / Basaltic Andesite,Compressional Continental
312080,Black Peak,United States,Stratovolcano,1900 BCE,Alaska,Alaska Peninsula,56.552,-158.785,1032,Andesite / Basaltic Andesite,Compressional Continental
312090,Aniakchak,United States,Caldera,1931 CE,Alaska,Alaska Peninsula,56.88,-158.17,1341,Andesite / Basaltic Andesite,Compressional Continental
312100,Yantarni,United States,Stratovolcano,800 BCE,Alaska,Alaska Peninsula,57.019,-157.185,1345,Andesite / Basaltic Andesite,Compressional Continental
312110,Chiginagak,United States,Stratovolcano,1998 CE,Alaska,Alaska Peninsula,57.135,-156.99,2221,Andesite / Basaltic Andesite,Compressional Continental
312120,Kialagvik,United States,Stratovolcano,Unknown,Alaska,Alaska Peninsula,57.203,-156.745,1677,Andesite / Basaltic Andesite,Compressional Continental
312130,Ugashik-Peulik,United States,Stratovolcano,1814 CE,Alaska,Alaska Peninsula,57.751,-156.368,1474,Andesite / Basaltic Andesite,Compressional Continental
312131,Ukinrek Maars,United States,Maar(s),1977 CE,Alaska,Alaska Peninsula,57.832,-156.51,91,Basalt / Picro-Basalt,Compressional Continental
312132,Unnamed,United States,Lava dome,Unknown,Alaska,Alaska Peninsula,57.87,-155.42,300,No Data (checked),Compressional Continental
312140,Martin,United States,Stratovolcano,1953 CE,Alaska,Alaska Peninsula,58.172,-155.361,1863,Dacite,Compressional Continental
312150,Mageik,United States,Stratovolcano,500 BCE,Alaska,Alaska Peninsula,58.195,-155.253,2165,Andesite / Basaltic Andesite,Compressional Continental
312160,Trident,United States,Stratovolcano,1974 CE,Alaska,Alaska Peninsula,58.236,-155.1,1864,Andesite / Basaltic Andesite,Compressional Continental
